country,as_name,ip,comment,as_num,first_seen,last_seen,b_date,ooni,b1,b2,b3,b4,b5,b6,b_snmp,snmp_sysdescr,snmp_date,rdns,rdns_date,denypage_title,denypage_title_date,denypage_mailto,denypage_mailto_date,denypage_hostname,denypage_hostname_date
AE,Emirates Integrated Telecommunications Company PJSC (EITC-DU),5.32.4.201,,15802,2017-11-24,2018-04-04,2018-04-04 14:57:01,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
AE,Emirates Integrated Telecommunications Company PJSC (EITC-DU),5.32.6.164,,15802,2017-11-24,2018-04-04,2018-04-04 15:23:20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
AE,Emirates Integrated Telecommunications Company PJSC (EITC-DU),94.206.70.244,,15802,2017-08-31,2018-04-04,2018-04-04 15:54:25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
AF,AFGHANTELECOM GOVERNMENT COMMUNICATION NETWORK,180.94.64.2,,55330,2017-08-31,2018-04-04,2018-04-04 15:45:39,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux Kabul-NS-PS01 2.6.32-358.2.1.el6.x86_64 #1 SMP Wed Mar 13 00:26:49 UTC 2013 x86_64,2018-04-04 15:45:39,,,Access Denied,2017-08-31 15:35:42,,,http://180.94.64.2,2017-08-31 15:35:42
AF,AFGHANTELECOM GOVERNMENT COMMUNICATION NETWORK,180.94.64.6,,55330,2017-08-31,2018-04-04,2018-04-04 15:48:23,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux Kabul-NS-PS02 2.6.32-358.2.1.el6.x86_64 #1 SMP Wed Mar 13 00:26:49 UTC 2013 x86_64,2018-04-04 15:48:23,,,Access Denied,2017-08-31 15:39:08,,,http://180.94.64.6,2017-08-31 15:39:08
AF,AFGHANTELECOM GOVERNMENT COMMUNICATION NETWORK,180.94.65.58,,55330,2017-08-31,2018-04-04,2018-04-04 15:39:19,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux Mazar-NS-PS01 2.6.32-358.2.1.el6.x86_64 #1 SMP Wed Mar 13 00:26:49 UTC 2013 x86_64,2018-04-04 15:39:19,,,Access Denied,2017-08-31 15:15:55,,,http://180.94.65.58,2017-08-31 15:15:55
AF,AFGHANTELECOM GOVERNMENT COMMUNICATION NETWORK,180.94.69.170,,55330,2017-08-31,2018-04-04,2018-04-04 15:31:11,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux Herat-NS-PS01 2.6.32-358.2.1.el6.x86_64 #1 SMP Wed Mar 13 00:26:49 UTC 2013 x86_64,2018-04-04 15:31:11,,,Access Denied,2017-08-31 15:43:57,,,http://180.94.69.170,2017-08-31 15:43:57
AF,AFGHANTELECOM GOVERNMENT COMMUNICATION NETWORK,180.94.76.2,,55330,2017-08-31,2018-04-04,2018-04-04 14:56:29,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux Kandahar-NS-PS01 2.6.32-358.2.1.el6.x86_64 #1 SMP Wed Mar 13 00:26:49 UTC 2013 x86_64,2018-04-04 14:56:29,,,Access Denied,2017-08-31 15:17:51,,,http://180.94.76.2,2017-08-31 15:17:51
AF,AFGHANTELECOM GOVERNMENT COMMUNICATION NETWORK,180.94.78.110,,55330,2017-08-31,2018-04-04,2018-03-21 15:12:19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux NS-Deny-Page 2.6.32-358.2.1.el6.x86_64 #1 SMP Wed Mar 13 00:26:49 UTC 2013 x86_64,2018-04-04 15:52:44,,,Untitled document,2017-08-31 15:30:58,,,,
AF,AFGHANTELECOM GOVERNMENT COMMUNICATION NETWORK,180.94.80.162,,55330,2017-08-31,2018-04-04,2018-04-04 14:52:17,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux Jalalabad-NS-PS01 2.6.32-358.2.1.el6.x86_64 #1 SMP Wed Mar 13 00:26:49 UTC 2013 x86_64,2018-04-04 14:52:17,,,Access Denied,2017-08-31 15:23:56,,,http://180.94.80.162,2017-08-31 15:23:56
AF,AFGHANTELECOM GOVERNMENT COMMUNICATION NETWORK,180.94.88.58,,55330,2017-08-31,2018-04-04,2018-04-04 15:59:14,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux NS-WebAdmin 2.6.32-358.2.1.el6.x86_64 #1 SMP Wed Mar 13 00:26:49 UTC 2013 x86_64,2018-04-04 15:59:14,,,Access Denied,2017-08-31 15:11:18,,,http://180.94.88.58,2017-08-31 15:11:18
AF,AFGHANTELECOM GOVERNMENT COMMUNICATION NETWORK,180.94.88.62,,55330,2017-08-31,2018-04-04,2018-04-04 15:46:15,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux NS-Reporter 2.6.32-358.2.1.el6.x86_64 #1 SMP Wed Mar 13 00:26:49 UTC 2013 x86_64,2018-04-04 15:46:15,,,Access Denied,2017-09-06 15:47:07,,,http://180.94.88.62,2017-09-06 15:47:07
AF,Etisalat Afghan,180.222.138.78,,131284,2017-08-31,2018-04-04,2018-02-21 15:06:31,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,Etisalat Afghanistan Web Filteration Voilation Alert,2017-08-31 15:11:02,,,,
