country,as_name,ip,comment,as_num,first_seen,last_seen,b_date,ooni,b1,b2,b3,b4,b5,b6,b_snmp,snmp_sysdescr,snmp_date,rdns,rdns_date,denypage_title,denypage_title_date,denypage_mailto,denypage_mailto_date,denypage_hostname
IN,Bharti Airtel Ltd. AS for GPRS Service,223.239.13.254,,45609,2017-08-31,2018-04-04,2018-04-04 15:27:00,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Linux Wifi_Content 2.6.32-642.4.2.el6.x86_64 #1 SMP Tue Aug 23 19:58:13 UTC 2016 x86_64,2018-04-04 15:27:00,,,Access Denied,2017-08-31 15:21:08,,,
IN,Hathway IP Over Cable Internet,203.163.229.27,,17488,2017-08-31,2018-04-04,2018-04-04 15:47:29,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux kolkata-policy01 2.6.32-573.7.1.el6.x86_64 #1 SMP Tue Sep 22 22:00:00 UTC 2015 x86_64,2018-04-04 15:47:29,,,Access Denied,2017-08-31 15:10:36,,,
IN,Hathway IP Over Cable Internet,202.88.190.35,,17488,2017-09-26,2018-04-04,2018-04-04 14:55:39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Linux hyderabad-policy01 2.6.32-642.1.1.el6.x86_64 #1 SMP Tue May 31 21:57:07 UTC 2016 x86_64,2017-11-15 15:32:25,,,,,,,
IN,Hathway IP Over Cable Internet,202.88.158.98,,17488,2017-09-26,2018-04-04,2018-04-04 15:19:16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Linux bangalore-policy01 2.6.32-642.1.1.el6.x86_64 #1 SMP Tue May 31 21:57:07 UTC 2016 x86_64,2018-04-04 15:19:16,,,,,,,
IN,Hathway IP Over Cable Internet,202.88.152.20,,17488,2017-08-31,2018-04-04,2018-04-04 15:10:50,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux chennai-policy01 2.6.32-642.4.2.el6.x86_64 #1 SMP Tue Aug 23 19:58:13 UTC 2016 x86_64,2018-04-04 15:10:50,bccchn.hathway.com,2017-08-31 15:22:39,Access Denied,2017-08-31 15:22:39,,,
IN,Hathway IP Over Cable Internet,202.88.149.42,,17488,2017-09-26,2018-04-04,2018-04-04 15:41:54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Linux mohali-policy01 2.6.32-573.7.1.el6.x86_64 #1 SMP Tue Sep 22 22:00:00 UTC 2015 x86_64,2018-04-04 15:41:54,,,,,,,
IN,Hathway IP Over Cable Internet,125.99.99.125,,17488,2017-10-04,2018-04-04,2018-04-04 15:56:46,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux policy02 2.6.32-642.4.2.el6.x86_64 #1 SMP Tue Aug 23 19:58:13 UTC 2016 x86_64,2018-04-04 15:56:46,,,Access Denied,2017-10-04 15:22:42,,,
IN,Hathway IP Over Cable Internet,125.99.99.124,,17488,2017-10-04,2018-04-04,2018-04-04 15:53:43,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux policy02 2.6.32-642.4.2.el6.x86_64 #1 SMP Tue Aug 23 19:58:13 UTC 2016 x86_64,2018-04-04 15:53:43,,,Access Denied,2017-10-04 15:38:36,,,
IN,Hathway IP Over Cable Internet,125.99.99.123,,17488,2017-08-31,2018-04-04,2018-04-04 15:45:44,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux web01 2.6.32-642.4.2.el6.x86_64 #1 SMP Tue Aug 23 19:58:13 UTC 2016 x86_64,2018-04-04 15:45:44,,,Access Denied,2017-08-31 15:31:03,,,
IN,Hathway IP Over Cable Internet,125.99.99.122,,17488,2017-10-04,2018-04-04,2018-04-04 15:42:11,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux policy01 2.6.32-642.4.2.el6.x86_64 #1 SMP Tue Aug 23 19:58:13 UTC 2016 x86_64,2018-04-04 15:42:11,,,Access Denied,2017-10-04 15:10:02,,,
IN,Hathway IP Over Cable Internet,125.99.64.67,,17488,2017-08-31,2018-04-04,2018-04-04 15:29:12,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux pune-policy01 2.6.32-642.4.2.el6.x86_64 #1 SMP Tue Aug 23 19:58:13 UTC 2016 x86_64,2018-04-04 15:29:12,,,Access Denied,2017-08-31 15:24:48,,,
IN,Hathway IP Over Cable Internet,125.99.170.27,,17488,2017-08-31,2018-04-04,2018-04-04 14:55:03,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux indore-policy01 2.6.32-573.7.1.el6.x86_64 #1 SMP Tue Sep 22 22:00:00 UTC 2015 x86_64,2018-04-04 14:55:03,,,Access Denied,2017-08-31 15:43:29,,,
IN,Hathway IP Over Cable Internet,116.74.81.11,,17488,2017-08-31,2018-04-04,2017-10-04 14:56:44,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux goa-policy01 2.6.32-642.4.2.el6.x86_64 #1 SMP Tue Aug 23 19:58:13 UTC 2016 x86_64,2017-10-04 14:56:44,,,Access Denied,2017-08-31 15:33:29,,,
IN,Hathway IP Over Cable Internet,116.74.105.29,,17488,2017-09-26,2018-04-04,2018-04-04 15:50:18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Linux surat-policy01 2.6.32-573.7.1.el6.x86_64 #1 SMP Tue Sep 22 22:00:00 UTC 2015 x86_64,2018-04-04 15:50:18,105.74.116.29.hathway.com,2017-09-26 11:05:14,,,,,
IN,HUGHES ESCORTS COMMUNICATIONS LIMITED IS A SATELLITE BASED BROADBAND ISP & ASP,110.50.49.27,,17648,2018-01-31,2018-04-04,2018-04-04 15:33:27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,
IN,National Internet Backbone,218.248.233.12,,9829,2017-08-31,2018-04-04,2018-04-04 15:10:44,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,Access Denied,2017-08-31 15:13:38,,,http://218.248.233.12
IN,Net4India Ltd,202.71.145.253,,17447,2017-08-31,2018-04-04,2018-01-11 16:45:08,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Linux dnsserver 2.6.32-642.4.2.el6.x86_64 #1 SMP Tue Aug 23 19:58:13 UTC 2016 x86_64,2018-01-11 16:45:08,,,Access Denied,2017-08-31 15:23:51,,,
IN,Pacific Internet India Pvt. Ltd.,203.123.187.26,,9625,2017-08-31,2018-04-04,2018-04-04 15:48:40,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux webadmin01 2.6.32-358.2.1.el6.x86_64 #1 SMP Wed Mar 13 00:26:49 UTC 2013 x86_64,2018-04-04 15:48:40,lease26.bgr-187.pacific.net.in,2017-08-31 15:19:56,Untitled document,2017-08-31 15:19:56,,,
IN,Pacific Internet India Pvt. Ltd.,203.123.180.38,,9625,2017-08-31,2018-04-04,2018-04-04 15:17:07,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux policy01-Bangalore 2.6.32-358.2.1.el6.x86_64 #1 SMP Wed Mar 13 00:26:49 UTC 2013 x86_64,2018-04-04 15:17:07,lease-blr-180-38.static.pacific.net.in,2017-08-31 15:33:15,Untitled document,2017-08-31 15:33:15,,,
IN,Pacific Internet India Pvt. Ltd.,203.123.136.50,,9625,2017-08-31,2018-04-04,2018-04-04 15:05:49,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux Policy02-Mumbai 2.6.32-358.2.1.el6.x86_64 #1 SMP Wed Mar 13 00:26:49 UTC 2013 x86_64,2018-04-04 15:05:49,lease50.mumbai-142.static.pacific.net.in,2017-08-31 15:15:31,Untitled document,2017-08-31 15:15:31,,,
IN,Primesoftex Ltd,203.115.96.147,,17426,2017-08-31,2018-04-04,2018-04-04 15:51:18,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Linux localhost.localdomain 2.6.18-308.13.1.el5.netsw #1 SMP Mon Oct 1 11:51:58 EDT 2012 i686,2018-04-04 15:51:18,,,Access Denied,2017-08-31 15:15:51,,,
IN,Primesoftex Ltd,203.115.127.156,,17426,2017-08-31,2018-04-04,2018-04-04 16:01:16,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Linux localhost.localdomain 2.6.18-308.13.1.el5.netsw #1 SMP Mon Oct 1 09:15:16 EDT 2012 x86_64,2018-04-04 16:01:16,pgl-127-156.primenet.in,2017-08-31 15:26:30,Access Denied,2017-08-31 15:26:30,,,http://203.115.127.156
IN,Primesoftex Ltd,203.115.112.138,,17426,2017-08-31,2018-04-04,2018-04-04 15:17:43,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Linux localhost.localdomain 2.6.18-308.13.1.el5.netsw #1 SMP Mon Oct 1 09:15:16 EDT 2012 x86_64,2018-04-04 15:17:43,mumbai.primenet.in,2017-08-31 15:44:56,Access Denied,2017-08-31 15:44:56,,,
IN,Primesoftex Ltd,203.115.102.145,,17426,2017-08-31,2018-04-04,2018-04-04 15:09:07,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Linux ngurapps1.primenet.in 2.6.18-308.13.1.el5.netsw #1 SMP Mon Oct 1 11:51:58 EDT 2012 i686,2018-04-04 15:09:07,ncr-102-145.primenet.in,2017-08-31 15:46:00,Access Denied,2017-08-31 15:46:00,,,http://203.115.102.145
IN,Reliance Communications Ltd.DAKC MUMBAI,115.248.224.97,,18101,2017-09-26,2018-04-04,2018-04-04 14:56:21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,
IN,Reliance Jio Infocomm Ltd,49.44.18.34,ASN looked up on myip.ms,55836,2017-08-31,2018-04-04,2018-04-04 15:58:56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,
IN,TATA Communications formerly VSNL is Leading ISP,59.165.131.53,,4755,2017-08-31,2018-04-04,2018-04-04 15:24:21,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Linux netsweepernrs2.vsnl.in 2.6.18-53.1.14.el5 #1 SMP Wed Mar 5 11:36:49 EST 2008 i686,2018-01-31 15:47:08,59.165.131.53.man-static.vsnl.net.in,2017-08-31 15:20:09,Access Denied,2017-08-31 15:20:09,,,
IN,TATA SKY BROADBAND PRIVATE LIMITED,103.195.200.53,,134674,2017-08-31,2018-04-04,2017-09-07 15:18:48,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Linux suspend.tataskybb.com 2.6.32-696.3.2.el6.x86_64 #1 SMP Tue Jun 20 01:26:55 UTC 2017 x86_64,2017-09-07 15:18:48,,,Access Denied,2017-08-31 15:37:12,care@tataskybroadband.com,2017-09-06 15:53:50,
IN,Telstra Global,210.57.203.2,,4637,2017-08-31,2018-04-04,2018-04-04 15:28:11,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux MASNSPS01 2.6.32-642.4.2.el6.x86_64 #1 SMP Tue Aug 23 19:58:13 UTC 2016 x86_64,2018-04-04 15:28:11,unknown.telstraglobal.net,2017-08-31 15:45:34,Access Denied,2017-08-31 15:45:34,,,
IN,Telstra Global,210.57.201.2,,4637,2017-08-31,2018-02-07,2018-02-07 15:28:49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Linux bomnswa01 2.6.32-642.4.2.el6.x86_64 #1 SMP Tue Aug 23 19:58:13 UTC 2016 x86_64,2018-01-11 17:33:39,unknown.telstraglobal.net,2017-08-31 15:34:27,,,,,
IN,Telstra Global,203.123.157.38,,4637,2017-08-31,2018-04-04,2018-04-04 15:52:04,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux policy04-chennai 2.6.32-358.2.1.el6.x86_64 #1 SMP Wed Mar 13 00:26:49 UTC 2013 x86_64,2018-04-04 15:52:04,piin38-157.pacific.net.in,2017-08-31 15:21:33,Untitled document,2017-08-31 15:21:33,,,
IN,Telstra Global,203.123.146.126,,4637,2017-08-31,2018-04-04,2018-04-04 15:28:59,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Linux policy03-noida 2.6.32-358.2.1.el6.x86_64 #1 SMP Wed Mar 13 00:26:49 UTC 2013 x86_64,2018-04-04 15:28:59,lease126.mumbai-146.pacific.net.in,2017-08-31 15:34:13,Untitled document,2017-08-31 15:34:13,,,
KW,Fast Telecommunications Company W.L.L.,62.215.3.135,,21050,2017-08-31,2018-04-04,2018-04-04 15:31:24,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,Access Denied,2017-08-31 15:24:06,,,
KW,Fast Telecommunications Company W.L.L.,62.215.3.133,,21050,2017-08-31,2018-04-04,2018-04-04 14:56:45,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,Access Denied,2017-08-31 15:44:23,,,http://62.215.3.133
KW,Fast Telecommunications Company W.L.L.,62.215.188.52,,21050,2017-11-29,2018-04-04,2018-04-04 15:37:43,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,blocked.fasttelco.net,2017-11-29 11:39:58,,,,,
KW,Fast Telecommunications Company W.L.L.,62.215.161.222,,21050,2017-08-31,2018-04-04,2017-09-07 15:09:36,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Linux SKB-NS-PS01 2.6.18-308.13.1.el5.netsw #1 SMP Mon Oct 1 09:15:16 EDT 2012 x86_64,2017-09-07 15:09:36,,,,,,,
KW,Mobile Telecommunications Company,212.43.17.6,,42961,2017-08-31,2018-04-04,2018-04-04 15:25:41,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,restrict.kw.zain.com,2017-08-31 15:24:44,Welcome to Zain,2017-08-31 15:24:44,,,
PK,Pakistan Telecommunication Company Limited,202.125.134.154,,17557,2017-08-31,2018-04-04,2018-04-04 15:13:56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,khi77.pie.net.pk,2017-08-31 15:32:57,,,,,
PK,Paknet Limited Merged into PTCL,119.159.224.77,,9557,2017-08-31,2018-04-04,2017-11-01 15:07:05,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Linux KHI275-NSP-10 2.6.18-308.1.1.el5.netsw #1 SMP Tue Mar 13 23:12:37 EDT 2012 x86_64,2017-11-01 15:07:05,,,Access Denied,2017-08-31 15:33:34,,,http://119.159.224.77
PK,Paknet Limited Merged into PTCL,119.159.224.76,,9557,2017-08-31,2018-04-04,2017-11-01 15:24:05,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Linux KHI275-NSP09 2.6.18-308.1.1.el5.netsw #1 SMP Tue Mar 13 23:12:37 EDT 2012 x86_64,2017-11-01 15:24:05,,,Access Denied,2017-08-31 15:44:51,,,http://119.159.224.76
PK,Paknet Limited Merged into PTCL,119.159.224.75,,9557,2017-08-31,2017-11-01,2017-11-01 15:05:10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Linux KHI275-NSP-08 2.6.18-308.1.1.el5.netsw #1 SMP Tue Mar 13 23:12:37 EDT 2012 x86_64,2017-11-01 15:05:10,,,,,,,
PK,Paknet Limited Merged into PTCL,119.159.224.74,,9557,2017-08-31,2017-09-07,2017-09-07 15:13:20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Linux KHI275-NSP-07 2.6.18-308.1.1.el5.netsw #1 SMP Tue Mar 13 23:12:37 EDT 2012 x86_64,2017-09-07 15:13:20,,,,,,,
PK,Paknet Limited Merged into PTCL,119.159.224.73,,9557,2017-08-31,2017-11-01,2017-11-01 14:58:26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Linux KHI275-NSP-06 2.6.18-308.1.1.el5.netsw #1 SMP Tue Mar 13 23:12:37 EDT 2012 x86_64,2017-11-01 14:58:26,,,,,,,
PK,Paknet Limited Merged into PTCL,119.159.224.72,,9557,2017-08-31,2017-11-15,2017-11-15 15:36:31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Linux KHI275-NSP-05 2.6.18-308.1.1.el5.netsw #1 SMP Tue Mar 13 23:12:37 EDT 2012 x86_64,2017-11-01 15:26:12,,,,,,,
PK,Paknet Limited Merged into PTCL,119.159.224.70,,9557,2017-08-31,2017-11-15,2017-11-15 15:18:12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Linux KHI275-NSP-03 2.6.18-308.1.1.el5.netsw #1 SMP Tue Mar 13 23:12:37 EDT 2012 x86_64,2017-11-01 15:44:16,,,,,,,
PK,Paknet Limited Merged into PTCL,119.159.224.69,,9557,2017-08-31,2017-11-01,2017-11-01 15:11:58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Linux KHI275-NSP-02 2.6.18-308.1.1.el5.netsw #1 SMP Tue Mar 13 23:12:37 EDT 2012 x86_64,2017-10-04 15:23:04,,,,,,,
PK,Paknet Limited Merged into PTCL,119.159.224.68,,9557,2017-08-31,2018-04-04,2018-01-11 17:16:15,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Linux KHI275-NSP-01 2.6.18-308.1.1.el5.netsw #1 SMP Tue Mar 13 23:12:37 EDT 2012 x86_64,2018-01-11 17:16:15,,,Access Denied,2017-08-31 15:16:48,,,http://119.159.224.68
PK,Paknet Limited Merged into PTCL,119.159.224.109,,9557,2017-08-31,2017-11-01,2017-11-01 15:41:16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Linux KHI494-NSP-10 2.6.18-308.1.1.el5.netsw #1 SMP Tue Mar 13 23:12:37 EDT 2012 x86_64,2017-09-07 15:09:13,,,,,,,
PK,Paknet Limited Merged into PTCL,119.159.224.108,,9557,2017-08-31,2017-10-25,2017-10-25 15:07:29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Linux KHI494-NSP-09 2.6.18-308.1.1.el5.netsw #1 SMP Tue Mar 13 23:12:37 EDT 2012 x86_64,2017-10-04 15:06:45,,,,,,,
PK,Paknet Limited Merged into PTCL,119.159.224.107,,9557,2017-08-31,2017-09-27,2017-09-27 15:10:57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Linux KHI494-NSP-08 2.6.18-308.1.1.el5.netsw #1 SMP Tue Mar 13 23:12:37 EDT 2012 x86_64,2017-09-27 15:10:57,,,,,,,
PK,Paknet Limited Merged into PTCL,119.159.224.106,,9557,2017-09-27,2017-11-01,2017-11-01 15:16:03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Linux KHI494-NSP-07 2.6.18-308.1.1.el5.netsw #1 SMP Tue Mar 13 23:12:37 EDT 2012 x86_64,2017-09-27 15:27:14,,,,,,,
PK,Paknet Limited Merged into PTCL,119.159.224.105,,9557,2017-08-31,2017-09-27,2017-09-27 15:18:05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Linux KHI494-NSP-06 2.6.18-308.1.1.el5.netsw #1 SMP Tue Mar 13 23:12:37 EDT 2012 x86_64,2017-09-27 15:18:05,,,,,,,
PK,Paknet Limited Merged into PTCL,119.159.224.104,,9557,2017-08-31,2017-11-01,2017-11-01 15:03:02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Linux KHI494-NSP-05 2.6.18-308.1.1.el5.netsw #1 SMP Tue Mar 13 23:12:37 EDT 2012 x86_64,2017-10-04 15:25:07,,,,,,,
PK,Paknet Limited Merged into PTCL,119.159.224.103,,9557,2017-08-31,2017-09-27,2017-09-27 15:03:57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Linux KHI494-NSP-04 2.6.18-308.1.1.el5.netsw #1 SMP Tue Mar 13 23:12:37 EDT 2012 x86_64,2017-09-27 15:03:57,,,,,,,
PK,Paknet Limited Merged into PTCL,119.159.224.102,,9557,2017-09-27,2017-10-18,2017-10-18 15:12:27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Linux KHI494-NSP-03 2.6.18-308.1.1.el5.netsw #1 SMP Tue Mar 13 23:12:37 EDT 2012 x86_64,2017-10-04 15:09:15,,,,,,,
PK,Paknet Limited Merged into PTCL,119.159.224.101,,9557,2017-08-31,2017-09-27,2017-09-27 15:03:36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Linux KHI494-NSP-02 2.6.18-308.1.1.el5.netsw #1 SMP Tue Mar 13 23:12:37 EDT 2012 x86_64,2017-09-27 15:03:36,,,,,,,
PK,Paknet Limited Merged into PTCL,119.159.224.100,,9557,2017-09-27,2017-10-04,2017-10-04 14:58:05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Linux KHI494-NSP-01 2.6.18-308.1.1.el5.netsw #1 SMP Tue Mar 13 23:12:37 EDT 2012 x86_64,2017-10-04 14:58:05,,,,,,,
